SAMN12325270
SAMN12325203
SAMN28021337
SAMN36419369
SAMN12325239
SAMN12325211
SAMN36419413
SAMN12325240
SAMN12325193
SAMN27865559
SAMN36419409
SAMN12325253
SAMN12325232
SAMN12325273
SAMN36419391
SAMN36419367
SAMN12325252
SAMN12325251
SAMN05833362
SAMN36998977
SAMN36419345
SAMN36419385
SAMN14150054
SAMN12325197
SAMN12325266
SAMN12325210
SAMN31644110
SAMN12325247
SAMN12325269
SAMN36419347
SAMN36419379
SAMN36419378
SAMN12325245
SAMN36419381
SAMN12325276
SAMN32238502
SAMN12325260
SAMN36419402
SAMN12325274
SAMN35655980
SAMN12325221
SAMN36419394
SAMN36419398
SAMN11822579
SAMN12325189
SAMN36419365
SAMN36419360
SAMN06622696
SAMN03258416
SAMN12325277
SAMN36419351
SAMN36419401
SAMN11822581
SAMN36419388
SAMN35655919
SAMN07125453
SAMN12325208
SAMN12325265
SAMN12325216
SAMN36419350
SAMN12325231
SAMN12325196
SAMN12325278
SAMN12325224
SAMN12325263
SAMN12325201
SAMN12325229
SAMN12325214
SAMN12325215
SAMN12325207
SAMN12325195
SAMN36419383
SAMN07414820
SAMN36419405
SAMN14598146
SAMN12325255
SAMN12325242
SAMN36419371
SAMN12325209
SAMN27865563
SAMN12325220
SAMN36419361
SAMN12325223
SAMN12325261
SAMN12325199
SAMN12325204
SAMN36419349
SAMN36419353
SAMN36998974
SAMN12325244
SAMN12325267
SAMN12325218
SAMN36419400
SAMN36419376
SAMN12325213
SAMN12325272
SAMN36419346
SAMN36419373
SAMN12325237
SAMN36419356
SAMN07414819
SAMN35655918
SAMN36419411
SAMN12325243
SAMN36419380
SAMN17832565
SAMN12325217
SAMN36419406
SAMN05833359
SAMN28021339
SAMN36419386
SAMN12325250
SAMN12325192
SAMN12325205
SAMN36419404
SAMN36419348
SAMN12325256
SAMN12325275
SAMN12325219
SAMN12325235
SAMN05833363
SAMN36419393
SAMN05833364
SAMN36419364
SAMN36419377
SAMN36419358
SAMN12325212
SAMN12325194
SAMN12325230
SAMN11822580
SAMN27865558
SAMN27865561
SAMN27865560
SAMN12325200
SAMN36419355
SAMN04364424
SAMN36419382
SAMN12325238
SAMN03761171
SAMN27865567
SAMN32350377
SAMN27865566
SAMN12325228
SAMN36419372
SAMN12325248
SAMN36419370
SAMN12325259
SAMN12325236
SAMN12325257
SAMN36419368
SAMN15348336
SAMN11822584
SAMN36419396
SAMN36998976
SAMN12325191
SAMN36419374
SAMN12325249
SAMN27865564
SAMN36419407
SAMN12325254
SAMN36419389
SAMN27865562
SAMN12325280
SAMN12325190
SAMN12325234
SAMN30701482
SAMN12325258
SAMN11822582
SAMN41068413
SAMN36419362
SAMN12325264
SAMN12325233
SAMN11822583
SAMN12325271
SAMN12325227
SAMN06622697
SAMN36419375
SAMN36419354
SAMN12325198
SAMN05933692
SAMN23482338
SAMN12325279
SAMN36419352
SAMN36419384
SAMN12325222
SAMN12325268
SAMN05833360
SAMN36419363
SAMN36419408
SAMN35654954
SAMN12325262
SAMN36419366
SAMN02595346
SAMN05833361
SAMN36998975
SAMN12325246
SAMN36419359
SAMN28021338
SAMN27865565
SAMN12325206
SAMN12325241
SAMN36419357
SAMN12325226
SAMN36419390
SAMN36419395
SAMN36419410
SAMN12325202
SAMN12325225
SAMN22456105
SAMN35655917
SAMN36998973
SAMN36419397
SAMD00076257
SAMD00076259
SAMD00000334
SAMD00076258
SAMD00076256
SAMD00065354
SAMEA7336316
SAMEA7336315
SAMEA7336317
SAMEA7336314
SAMEA7336318
SAMEA20450668
