biosample_id,run_accession,fastq_file,download_url
SAMN06292590,SRR5248874,SRR5248874_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR524/004/SRR5248874/SRR5248874_subreads.fastq.gz
SAMN03253054,SRR3668208,SRR3668208_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/008/SRR3668208/SRR3668208_subreads.fastq.gz
SAMN03253054,SRR2667436,SRR2667436_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/006/SRR2667436/SRR2667436_1.fastq.gz
SAMN03253054,SRR2667436,SRR2667436_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/006/SRR2667436/SRR2667436_2.fastq.gz
SAMN03253054,SRR3647351,SRR3647351_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/001/SRR3647351/SRR3647351_1.fastq.gz
SAMN03253054,SRR3647351,SRR3647351_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/001/SRR3647351/SRR3647351_2.fastq.gz
SAMN03253054,SRR3668197,SRR3668197_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/007/SRR3668197/SRR3668197_subreads.fastq.gz
SAMN03253054,SRR3668196,SRR3668196_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/006/SRR3668196/SRR3668196_subreads.fastq.gz
SAMN03253093,SRR3668218,SRR3668218_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/008/SRR3668218/SRR3668218_subreads.fastq.gz
SAMN03253093,SRR2667440,SRR2667440_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/000/SRR2667440/SRR2667440_1.fastq.gz
SAMN03253093,SRR2667440,SRR2667440_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/000/SRR2667440/SRR2667440_2.fastq.gz
SAMN03253093,SRR3647355,SRR3647355_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/005/SRR3647355/SRR3647355_1.fastq.gz
SAMN03253093,SRR3647355,SRR3647355_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/005/SRR3647355/SRR3647355_2.fastq.gz
SAMN03253093,SRR3668219,SRR3668219_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/009/SRR3668219/SRR3668219_subreads.fastq.gz
SAMN41141444,SRR34323111,SRR34323111_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/011/SRR34323111/SRR34323111_1.fastq.gz
SAMN10219708,SRR7983755,SRR7983755_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/005/SRR7983755/SRR7983755_subreads.fastq.gz
SAMN10219708,SRR7983756,SRR7983756_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/006/SRR7983756/SRR7983756_1.fastq.gz
SAMN10219708,SRR7983756,SRR7983756_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/006/SRR7983756/SRR7983756_2.fastq.gz
SAMEA115401564,ERR12742695,ERR12742695.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/095/ERR12742695/ERR12742695.fastq.gz
SAMEA115401564,ERR12743230,ERR12743230.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/030/ERR12743230/ERR12743230.fastq.gz
SAMN06292065,SRR5229937,SRR5229937_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/007/SRR5229937/SRR5229937_subreads.fastq.gz
SAMN16605479,SRR13014435,SRR13014435_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/035/SRR13014435/SRR13014435_1.fastq.gz
SAMN16605479,SRR13014435,SRR13014435_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/035/SRR13014435/SRR13014435_2.fastq.gz
SAMN16605479,SRR13076399,SRR13076399_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/099/SRR13076399/SRR13076399_1.fastq.gz
SAMN03253058,SRR3647352,SRR3647352_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/002/SRR3647352/SRR3647352_1.fastq.gz
SAMN03253058,SRR3647352,SRR3647352_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/002/SRR3647352/SRR3647352_2.fastq.gz
SAMN03253058,SRR2667437,SRR2667437_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/007/SRR2667437/SRR2667437_1.fastq.gz
SAMN03253058,SRR2667437,SRR2667437_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/007/SRR2667437/SRR2667437_2.fastq.gz
SAMN03253058,SRR3668215,SRR3668215_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/005/SRR3668215/SRR3668215_subreads.fastq.gz
SAMN03253058,SRR3668216,SRR3668216_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/006/SRR3668216/SRR3668216_subreads.fastq.gz
SAMN16406475,SRR12801733,SRR12801733_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/033/SRR12801733/SRR12801733_1.fastq.gz
SAMN24038646,SRR17234887,SRR17234887_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/087/SRR17234887/SRR17234887_subreads.fastq.gz
SAMN24038646,SRR17234899,SRR17234899_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/099/SRR17234899/SRR17234899_1.fastq.gz
SAMN24038646,SRR17234899,SRR17234899_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/099/SRR17234899/SRR17234899_2.fastq.gz
SAMN24040618,SRR17234900,SRR17234900_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/000/SRR17234900/SRR17234900_subreads.fastq.gz
SAMN24040618,SRR17234892,SRR17234892_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/092/SRR17234892/SRR17234892_1.fastq.gz
SAMN24040618,SRR17234892,SRR17234892_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/092/SRR17234892/SRR17234892_2.fastq.gz
SAMN16406471,SRR12801721,SRR12801721_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/021/SRR12801721/SRR12801721_1.fastq.gz
SAMN31746260,SRR22314237,SRR22314237_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/037/SRR22314237/SRR22314237_1.fastq.gz
SAMN31746260,SRR22314237,SRR22314237_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/037/SRR22314237/SRR22314237_2.fastq.gz
SAMN31746260,SRR22314236,SRR22314236_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/036/SRR22314236/SRR22314236_1.fastq.gz
SAMN31746122,SRR22314234,SRR22314234_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/034/SRR22314234/SRR22314234_1.fastq.gz
SAMN31746122,SRR22314235,SRR22314235_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/035/SRR22314235/SRR22314235_1.fastq.gz
SAMN31746122,SRR22314235,SRR22314235_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/035/SRR22314235/SRR22314235_2.fastq.gz
SAMEA115401569,ERR12743229,ERR12743229.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/029/ERR12743229/ERR12743229.fastq.gz
SAMEA115401569,ERR12742694,ERR12742694.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/094/ERR12742694/ERR12742694.fastq.gz
SAMEA115401567,ERR12743220,ERR12743220.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/020/ERR12743220/ERR12743220.fastq.gz
SAMEA115401567,ERR12742685,ERR12742685.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/085/ERR12742685/ERR12742685.fastq.gz
SAMN18614372,SRR17234898,SRR17234898_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/098/SRR17234898/SRR17234898_1.fastq.gz
SAMN18614372,SRR17234898,SRR17234898_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/098/SRR17234898/SRR17234898_2.fastq.gz
SAMN18614372,SRR17234886,SRR17234886_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/086/SRR17234886/SRR17234886_subreads.fastq.gz
SAMN24040385,SRR17234884,SRR17234884_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/084/SRR17234884/SRR17234884_1.fastq.gz
SAMN24040385,SRR17234884,SRR17234884_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/084/SRR17234884/SRR17234884_2.fastq.gz
SAMN24040385,SRR17234895,SRR17234895_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/095/SRR17234895/SRR17234895_subreads.fastq.gz
SAMD00269952,DRR261118,DRR261118_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261118/DRR261118_1.fastq.gz
SAMD00269952,DRR261118,DRR261118_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261118/DRR261118_2.fastq.gz
SAMD00269952,DRR261204,DRR261204_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261204/DRR261204_1.fastq.gz
SAMN41453946,SRR29081119,SRR29081119_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/019/SRR29081119/SRR29081119_1.fastq.gz
SAMN41453946,SRR29081046,SRR29081046_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/046/SRR29081046/SRR29081046_1.fastq.gz
SAMN41453946,SRR29081046,SRR29081046_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/046/SRR29081046/SRR29081046_2.fastq.gz
SAMN37576636,SRR26203935,SRR26203935_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/035/SRR26203935/SRR26203935_1.fastq.gz
SAMN37576636,SRR26203936,SRR26203936_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/036/SRR26203936/SRR26203936_1.fastq.gz
SAMN37576636,SRR26203936,SRR26203936_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/036/SRR26203936/SRR26203936_2.fastq.gz
SAMN37576636,SRR26953547,SRR26953547_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR269/047/SRR26953547/SRR26953547_1.fastq.gz
SAMN37576636,SRR26953547,SRR26953547_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR269/047/SRR26953547/SRR26953547_2.fastq.gz
SAMD00269949,DRR261070,DRR261070_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261070/DRR261070_1.fastq.gz
SAMD00269949,DRR261070,DRR261070_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261070/DRR261070_2.fastq.gz
SAMD00269949,DRR261201,DRR261201_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261201/DRR261201_1.fastq.gz
SAMD00269951,DRR261203,DRR261203_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261203/DRR261203_1.fastq.gz
SAMD00269951,DRR261096,DRR261096_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261096/DRR261096_1.fastq.gz
SAMD00269951,DRR261096,DRR261096_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261096/DRR261096_2.fastq.gz
SAMN41453958,SRR29081042,SRR29081042_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/042/SRR29081042/SRR29081042_1.fastq.gz
SAMN41453958,SRR29081042,SRR29081042_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/042/SRR29081042/SRR29081042_2.fastq.gz
SAMN41453958,SRR29081115,SRR29081115_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/015/SRR29081115/SRR29081115_1.fastq.gz
SAMN16406473,SRR12801735,SRR12801735_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/035/SRR12801735/SRR12801735_1.fastq.gz
SAMEA115401575,ERR12742690,ERR12742690.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/090/ERR12742690/ERR12742690.fastq.gz
SAMEA115401575,ERR12743225,ERR12743225.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/025/ERR12743225/ERR12743225.fastq.gz
SAMN11056471,SRR9625175,SRR9625175_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/005/SRR9625175/SRR9625175_1.fastq.gz
SAMN11056471,SRR9625175,SRR9625175_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/005/SRR9625175/SRR9625175_2.fastq.gz
SAMN11056471,SRR9625174,SRR9625174_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/004/SRR9625174/SRR9625174_subreads.fastq.gz
SAMN10219709,SRR7983754,SRR7983754_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/004/SRR7983754/SRR7983754_1.fastq.gz
SAMN10219709,SRR7983754,SRR7983754_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/004/SRR7983754/SRR7983754_2.fastq.gz
SAMN10219709,SRR7983753,SRR7983753_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/003/SRR7983753/SRR7983753_subreads.fastq.gz
SAMN03257095,SRR3668207,SRR3668207_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/007/SRR3668207/SRR3668207_subreads.fastq.gz
SAMN03257095,SRR2667552,SRR2667552_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/002/SRR2667552/SRR2667552_1.fastq.gz
SAMN03257095,SRR2667552,SRR2667552_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/002/SRR2667552/SRR2667552_2.fastq.gz
SAMN03257095,SRR3647362,SRR3647362_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/002/SRR3647362/SRR3647362_1.fastq.gz
SAMN03257095,SRR3647362,SRR3647362_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/002/SRR3647362/SRR3647362_2.fastq.gz
SAMN03257095,SRR3668209,SRR3668209_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/009/SRR3668209/SRR3668209_subreads.fastq.gz
SAMN03257089,SRR2667441,SRR2667441_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/001/SRR2667441/SRR2667441_1.fastq.gz
SAMN03257089,SRR2667441,SRR2667441_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/001/SRR2667441/SRR2667441_2.fastq.gz
SAMN03257089,SRR3668220,SRR3668220_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/000/SRR3668220/SRR3668220_subreads.fastq.gz
SAMN03257089,SRR3647356,SRR3647356_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/006/SRR3647356/SRR3647356_1.fastq.gz
SAMN03257089,SRR3647356,SRR3647356_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/006/SRR3647356/SRR3647356_2.fastq.gz
SAMN03257089,SRR3668221,SRR3668221_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/001/SRR3668221/SRR3668221_subreads.fastq.gz
SAMEA13188715,ERR9030375,ERR9030375.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030375/ERR9030375.fastq.gz
SAMEA13188715,ERR9030398,ERR9030398.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030398/ERR9030398.fastq.gz
SAMEA13188715,ERR9030373,ERR9030373_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030373/ERR9030373_1.fastq.gz
SAMEA13188715,ERR9030373,ERR9030373_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030373/ERR9030373_2.fastq.gz
SAMN03257096,SRR3647353,SRR3647353_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/003/SRR3647353/SRR3647353_1.fastq.gz
SAMN03257096,SRR3647353,SRR3647353_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/003/SRR3647353/SRR3647353_2.fastq.gz
SAMN03257096,SRR3668210,SRR3668210_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/000/SRR3668210/SRR3668210_subreads.fastq.gz
SAMN03257096,SRR3668212,SRR3668212_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/002/SRR3668212/SRR3668212_subreads.fastq.gz
SAMN03257096,SRR2667438,SRR2667438_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/008/SRR2667438/SRR2667438_1.fastq.gz
SAMN03257096,SRR2667438,SRR2667438_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/008/SRR2667438/SRR2667438_2.fastq.gz
SAMN03257096,SRR3668211,SRR3668211_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/001/SRR3668211/SRR3668211_subreads.fastq.gz
SAMD00269948,DRR261069,DRR261069_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261069/DRR261069_1.fastq.gz
SAMD00269948,DRR261069,DRR261069_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261069/DRR261069_2.fastq.gz
SAMD00269948,DRR261200,DRR261200_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261200/DRR261200_1.fastq.gz
SAMN24039640,SRR17234893,SRR17234893_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/093/SRR17234893/SRR17234893_subreads.fastq.gz
SAMN24039640,SRR17234882,SRR17234882_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/082/SRR17234882/SRR17234882_1.fastq.gz
SAMN24039640,SRR17234882,SRR17234882_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/082/SRR17234882/SRR17234882_2.fastq.gz
SAMN16406470,SRR12801722,SRR12801722_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/022/SRR12801722/SRR12801722_1.fastq.gz
SAMEA13188685,ERR9030340,ERR9030340.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030340/ERR9030340.fastq.gz
SAMEA13188685,ERR9030381,ERR9030381.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030381/ERR9030381.fastq.gz
SAMEA13188685,ERR9030282,ERR9030282_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030282/ERR9030282_1.fastq.gz
SAMEA13188685,ERR9030282,ERR9030282_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030282/ERR9030282_2.fastq.gz
SAMEA115401568,ERR12743221,ERR12743221.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/021/ERR12743221/ERR12743221.fastq.gz
SAMEA115401568,ERR12742686,ERR12742686.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/086/ERR12742686/ERR12742686.fastq.gz
SAMN16406476,SRR12801732,SRR12801732_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/032/SRR12801732/SRR12801732_1.fastq.gz
SAMN40504549,SRR34323116,SRR34323116_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/016/SRR34323116/SRR34323116_1.fastq.gz
SAMN11056472,SRR9626913,SRR9626913_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/003/SRR9626913/SRR9626913_subreads.fastq.gz
SAMN11056472,SRR9626912,SRR9626912_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/002/SRR9626912/SRR9626912_1.fastq.gz
SAMN11056472,SRR9626912,SRR9626912_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/002/SRR9626912/SRR9626912_2.fastq.gz
SAMEA13188674,ERR9030335,ERR9030335.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030335/ERR9030335.fastq.gz
SAMEA13188674,ERR9030262,ERR9030262_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030262/ERR9030262_1.fastq.gz
SAMEA13188674,ERR9030262,ERR9030262_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030262/ERR9030262_2.fastq.gz
SAMEA13188674,ERR9030508,ERR9030508.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030508/ERR9030508.fastq.gz
SAMN03257092,SRR2667444,SRR2667444_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/004/SRR2667444/SRR2667444_1.fastq.gz
SAMN03257092,SRR2667444,SRR2667444_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/004/SRR2667444/SRR2667444_2.fastq.gz
SAMN03257092,SRR3668201,SRR3668201_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/001/SRR3668201/SRR3668201_subreads.fastq.gz
SAMN03257092,SRR3668202,SRR3668202_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/002/SRR3668202/SRR3668202_subreads.fastq.gz
SAMN03257092,SRR3647359,SRR3647359.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/009/SRR3647359/SRR3647359.fastq.gz
SAMN03257092,SRR3647359,SRR3647359_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/009/SRR3647359/SRR3647359_1.fastq.gz
SAMN03257092,SRR3647359,SRR3647359_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/009/SRR3647359/SRR3647359_2.fastq.gz
SAMN16406463,SRR12801737,SRR12801737_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/037/SRR12801737/SRR12801737_1.fastq.gz
SAMEA115401577,ERR12743224,ERR12743224.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/024/ERR12743224/ERR12743224.fastq.gz
SAMEA115401577,ERR12742689,ERR12742689.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/089/ERR12742689/ERR12742689.fastq.gz
SAMN11056466,SRR9176753,SRR9176753_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR917/003/SRR9176753/SRR9176753_subreads.fastq.gz
SAMN11056466,SRR9176751,SRR9176751_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR917/001/SRR9176751/SRR9176751_1.fastq.gz
SAMN11056466,SRR9176751,SRR9176751_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR917/001/SRR9176751/SRR9176751_2.fastq.gz
SAMEA104027311,ERR1949967,ERR1949967_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/007/ERR1949967/ERR1949967_1.fastq.gz
SAMEA104027311,ERR1949967,ERR1949967_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/007/ERR1949967/ERR1949967_2.fastq.gz
SAMEA104027311,ERR2724039,ERR2724039.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724039/ERR2724039.fastq.gz
SAMEA104027311,ERR2724040,ERR2724040.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724040/ERR2724040.fastq.gz
SAMEA104027311,ERR2724042,ERR2724042_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724042/ERR2724042_1.fastq.gz
SAMEA104027311,ERR2724042,ERR2724042_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724042/ERR2724042_2.fastq.gz
SAMN13191639,SRR10520175,SRR10520175_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/075/SRR10520175/SRR10520175_1.fastq.gz
SAMN13191639,SRR10520175,SRR10520175_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/075/SRR10520175/SRR10520175_2.fastq.gz
SAMN13191639,SRR10520596,SRR10520596_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/096/SRR10520596/SRR10520596_subreads.fastq.gz
SAMN38195838,SRR26783283,SRR26783283_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR267/083/SRR26783283/SRR26783283_subreads.fastq.gz
SAMN38195838,SRR26783284,SRR26783284_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR267/084/SRR26783284/SRR26783284_subreads.fastq.gz
SAMEA115401563,ERR12743217,ERR12743217.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/017/ERR12743217/ERR12743217.fastq.gz
SAMEA115401563,ERR12742682,ERR12742682.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/082/ERR12742682/ERR12742682.fastq.gz
SAMN12816907,SRR20995191,SRR20995191_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/091/SRR20995191/SRR20995191_1.fastq.gz
