biosample_id,run_accession,fastq_file,download_url
SAMN12816907,SRR20995191,SRR20995191_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/091/SRR20995191/SRR20995191_2.fastq.gz
SAMN12816907,SRR20998249,SRR20998249_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/049/SRR20998249/SRR20998249_subreads.fastq.gz
SAMN12816907,SRR20998128,SRR20998128_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/028/SRR20998128/SRR20998128_subreads.fastq.gz
SAMN12816907,SRR20998236,SRR20998236_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/036/SRR20998236/SRR20998236_subreads.fastq.gz
SAMN16406467,SRR12801725,SRR12801725_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/025/SRR12801725/SRR12801725_1.fastq.gz
SAMN37563196,SRR26193448,SRR26193448_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR261/048/SRR26193448/SRR26193448_1.fastq.gz
SAMN37563193,SRR26193451,SRR26193451_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR261/051/SRR26193451/SRR26193451_1.fastq.gz
SAMN11056465,SRR9176614,SRR9176614_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR917/004/SRR9176614/SRR9176614_subreads.fastq.gz
SAMN11056465,SRR9176615,SRR9176615_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR917/005/SRR9176615/SRR9176615_subreads.fastq.gz
SAMN11056465,SRR9176616,SRR9176616_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR917/006/SRR9176616/SRR9176616_1.fastq.gz
SAMN11056465,SRR9176616,SRR9176616_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR917/006/SRR9176616/SRR9176616_2.fastq.gz
SAMEA13188688,ERR9030304,ERR9030304.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030304/ERR9030304.fastq.gz
SAMEA13188688,ERR9030519,ERR9030519_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030519/ERR9030519_1.fastq.gz
SAMEA13188688,ERR9030519,ERR9030519_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030519/ERR9030519_2.fastq.gz
SAMEA13188688,ERR9030505,ERR9030505.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030505/ERR9030505.fastq.gz
SAMN16406472,SRR12801736,SRR12801736_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/036/SRR12801736/SRR12801736_1.fastq.gz
SAMN16406478,SRR12801730,SRR12801730_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/030/SRR12801730/SRR12801730_1.fastq.gz
SAMN24042990,SRR17234904,SRR17234904_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/004/SRR17234904/SRR17234904_1.fastq.gz
SAMN24042990,SRR17234904,SRR17234904_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/004/SRR17234904/SRR17234904_2.fastq.gz
SAMN24042990,SRR17234897,SRR17234897_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/097/SRR17234897/SRR17234897_subreads.fastq.gz
SAMN41453983,SRR29081015,SRR29081015_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/015/SRR29081015/SRR29081015_1.fastq.gz
SAMN41453983,SRR29081015,SRR29081015_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/015/SRR29081015/SRR29081015_2.fastq.gz
SAMN41453983,SRR29081088,SRR29081088_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/088/SRR29081088/SRR29081088_1.fastq.gz
SAMN24039598,SRR17234891,SRR17234891_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/091/SRR17234891/SRR17234891_subreads.fastq.gz
SAMN24039598,SRR17234881,SRR17234881_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/081/SRR17234881/SRR17234881_1.fastq.gz
SAMN24039598,SRR17234881,SRR17234881_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/081/SRR17234881/SRR17234881_2.fastq.gz
SAMN06292592,SRR5229945,SRR5229945_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/005/SRR5229945/SRR5229945_subreads.fastq.gz
SAMN28021336,SRR28788881,SRR28788881_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/081/SRR28788881/SRR28788881_subreads.fastq.gz
SAMN28021336,SRR28776755,SRR28776755_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/055/SRR28776755/SRR28776755_1.fastq.gz
SAMN28021336,SRR28776755,SRR28776755_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/055/SRR28776755/SRR28776755_2.fastq.gz
SAMEA5803801,ERR3825346,ERR3825346_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3825346/ERR3825346_1.fastq.gz
SAMEA5803801,ERR3825346,ERR3825346_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3825346/ERR3825346_2.fastq.gz
SAMN16406469,SRR12801723,SRR12801723_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/023/SRR12801723/SRR12801723_1.fastq.gz
SAMN16406462,SRR12801738,SRR12801738_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/038/SRR12801738/SRR12801738_1.fastq.gz
SAMEA13188731,ERR9030332,ERR9030332.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030332/ERR9030332.fastq.gz
SAMEA13188731,ERR9030457,ERR9030457_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030457/ERR9030457_1.fastq.gz
SAMEA13188731,ERR9030457,ERR9030457_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030457/ERR9030457_2.fastq.gz
SAMEA13188731,ERR9030409,ERR9030409.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030409/ERR9030409.fastq.gz
SAMN03257097,SRR2667439,SRR2667439_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/009/SRR2667439/SRR2667439_1.fastq.gz
SAMN03257097,SRR2667439,SRR2667439_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR266/009/SRR2667439/SRR2667439_2.fastq.gz
SAMN03257097,SRR3668214,SRR3668214_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/004/SRR3668214/SRR3668214_subreads.fastq.gz
SAMN03257097,SRR3647354,SRR3647354_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/004/SRR3647354/SRR3647354_1.fastq.gz
SAMN03257097,SRR3647354,SRR3647354_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/004/SRR3647354/SRR3647354_2.fastq.gz
SAMN03257097,SRR3668213,SRR3668213_subreads.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/003/SRR3668213/SRR3668213_subreads.fastq.gz
SAMD00269954,DRR261188,DRR261188_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261188/DRR261188_1.fastq.gz
SAMD00269954,DRR261188,DRR261188_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261188/DRR261188_2.fastq.gz
SAMD00269954,DRR261206,DRR261206_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR261/DRR261206/DRR261206_1.fastq.gz
